area	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47
0	0.0	0.0	7.0	0.0	11.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	987.0	0.0	0.0	0.0	0.0	0.0	421.0	0.0	10.0	0.0	0.0	21.0	774.0	0.0	0.0	0.0	0.0	185.0	0.0	0.0	328.0	62.0	254.0	0.0	0.0	1.0	644.0	0.0	422.0	0.0	0.0	0.0
1	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	1158.0	0.0	0.0	11.0	0.0	2.0	35.0	0.0	0.0	0.0	0.0	17.0	1486.0	1060.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	223.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	171.0	13.0	0.0	0.0	0.0	0.0	1344.0	99.0	0.0
2	7.0	0.0	0.0	203.0	0.0	0.0	336.0	0.0	0.0	0.0	0.0	928.0	0.0	957.0	0.0	0.0	516.0	0.0	0.0	6.0	1.0	1.0	53.0	0.0	0.0	0.0	0.0	1115.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	362.0	331.0	0.0	102.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0
3	0.0	0.0	183.0	0.0	0.0	0.0	0.0	154.0	0.0	0.0	1114.0	774.0	0.0	2.0	0.0	11.0	10.0	793.0	0.0	299.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	5.0	169.0	0.0	2.0	0.0	1.0	0.0	0.0	99.0	1762.0	0.0	0.0	104.0	0.0	0.0	0.0	38.0	0.0	0.0	0.0
4	9.0	0.0	0.0	0.0	0.0	63.0	2.0	0.0	0.0	181.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	322.0	0.0	1064.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	7.0	585.0	0.0	0.0	1.0	170.0	0.0	0.0	1890.0	1485.0	55.0	0.0	1.0	0.0	0.0
5	0.0	9.0	0.0	0.0	67.0	0.0	1395.0	0.0	1.0	950.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	843.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1180.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1560.0	25.0	47.0	0.0	1366.0	5.0	0.0
6	1.0	0.0	352.0	0.0	2.0	1413.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	291.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	470.0	1411.0	0.0	0.0	0.0	0.0	588.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	944.0	0.0	13.0	0.0	0.0	0.0	698.0	0.0	0.0
7	0.0	0.0	0.0	155.0	0.0	0.0	0.0	0.0	4.0	0.0	1001.0	1.0	0.0	0.0	0.0	1019.0	0.0	577.0	25.0	14.0	19.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	1132.0	1.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	219.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8	0.0	1063.0	0.0	1.0	1.0	5.0	0.0	4.0	0.0	0.0	0.0	0.0	4.0	1.0	1835.0	34.0	0.0	0.0	0.0	0.0	2110.0	0.0	0.0	7.0	1.0	0.0	0.0	0.0	0.0	0.0	415.0	1218.0	1033.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	17.0	1.0	0.0	0.0	0.0	63.0	802.0	0.0
9	0.0	0.0	0.0	0.0	218.0	910.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	826.0	0.0	0.0	0.0	419.0	13.0	0.0	0.0	0.0	0.0	0.0	1466.0	0.0	1369.0	0.0	1.0	2.0	0.0
