area	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47
0	0.0	0.0	9.0	1.0	13.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1423.0	0.0	0.0	0.0	0.0	0.0	587.0	0.0	17.0	0.0	0.0	36.0	1138.0	1.0	0.0	0.0	0.0	261.0	0.0	0.0	479.0	85.0	413.0	0.0	0.0	1.0	942.0	0.0	586.0	0.0	0.0	0.0
1	0.0	0.0	0.0	0.0	0.0	17.0	1.0	0.0	1696.0	0.0	0.0	16.0	0.0	1.0	50.0	0.0	0.0	0.0	0.0	24.0	2191.0	1521.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	358.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	252.0	15.0	0.0	0.0	0.0	0.0	1837.0	159.0	0.0
2	10.0	0.0	0.0	308.0	0.0	0.0	460.0	0.0	0.0	0.0	0.0	1353.0	0.0	1371.0	0.0	0.0	731.0	0.0	0.0	9.0	1.0	1.0	80.0	0.0	0.0	0.0	0.0	1657.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	540.0	447.0	0.0	174.0	0.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0
3	0.0	0.0	302.0	0.0	0.0	0.0	0.0	238.0	0.0	0.0	1624.0	1133.0	0.0	5.0	0.0	16.0	13.0	1172.0	1.0	420.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	9.0	227.0	0.0	2.0	0.0	0.0	0.0	0.0	146.0	2542.0	0.0	0.0	132.0	0.0	0.0	0.0	58.0	0.0	0.0	0.0
4	14.0	0.0	0.0	0.0	0.0	91.0	2.0	0.0	0.0	264.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	473.0	0.0	1502.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	8.0	854.0	1.0	0.0	0.0	216.0	0.0	0.0	2734.0	2072.0	74.0	0.0	1.0	0.0	0.0
5	0.0	16.0	0.0	0.0	107.0	0.0	2042.0	0.0	2.0	1433.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	1218.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1699.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2258.0	32.0	76.0	0.0	1984.0	10.0	0.0
6	1.0	0.0	530.0	0.0	3.0	2031.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	440.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	643.0	2082.0	0.0	0.0	0.0	0.0	852.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1340.0	0.0	24.0	0.0	0.0	0.0	1005.0	0.0	0.0
7	0.0	0.0	0.0	218.0	0.0	0.0	0.0	0.0	5.0	0.0	1455.0	0.0	0.0	0.0	0.0	1464.0	0.0	802.0	39.0	16.0	31.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	1569.0	1.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	311.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8	0.0	1486.0	0.0	1.0	1.0	9.0	0.0	7.0	0.0	0.0	0.0	0.0	4.0	1.0	2638.0	43.0	0.0	0.0	0.0	0.0	3033.0	0.0	0.0	8.0	1.0	0.0	0.0	0.0	0.0	0.0	598.0	1772.0	1420.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	20.0	1.0	0.0	0.0	0.0	84.0	1109.0	0.0
9	0.0	0.0	0.0	0.0	301.0	1365.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	1225.0	0.0	0.0	0.0	589.0	22.0	0.0	0.0	0.0	0.0	0.0	2122.0	0.0	2028.0	0.0	3.0	1.0	0.0
