area	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47
0	0.0	0.0	12.0	0.0	19.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1399.0	0.0	0.0	0.0	0.0	0.0	570.0	0.0	9.0	0.0	0.0	23.0	1137.0	1.0	0.0	0.0	0.0	296.0	0.0	0.0	443.0	80.0	421.0	0.0	0.0	4.0	892.0	0.0	621.0	0.0	0.0	0.0
1	0.0	0.0	0.0	0.0	0.0	26.0	1.0	0.0	1679.0	0.0	0.0	20.0	0.0	0.0	58.0	0.0	0.0	0.0	0.0	27.0	2212.0	1361.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	351.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	252.0	16.0	0.0	0.0	0.0	0.0	1769.0	151.0	0.0
2	12.0	0.0	0.0	354.0	0.0	0.0	466.0	0.0	0.0	0.0	2.0	1416.0	0.0	1385.0	0.0	0.0	713.0	0.0	0.0	13.0	0.0	0.0	83.0	0.0	0.0	0.0	0.0	1639.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	528.0	444.0	0.0	143.0	2.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0
3	0.0	0.0	273.0	0.0	0.0	0.0	0.0	227.0	0.0	0.0	1539.0	1071.0	0.0	4.0	0.0	17.0	11.0	1213.0	0.0	440.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	4.0	209.0	0.0	2.0	0.0	0.0	0.0	0.0	146.0	2568.0	0.0	0.0	147.0	0.0	0.0	0.0	63.0	0.0	0.0	0.0
4	10.0	0.0	0.0	0.0	0.0	112.0	2.0	0.0	0.0	292.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	468.0	0.0	1522.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	5.0	894.0	1.0	0.0	0.0	233.0	0.0	0.0	2704.0	2040.0	60.0	0.0	0.0	0.0	0.0
5	0.0	20.0	0.0	0.0	92.0	0.0	1911.0	0.0	7.0	1502.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	1140.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1743.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2289.0	31.0	85.0	0.0	1972.0	16.0	0.0
6	0.0	0.0	501.0	0.0	2.0	2016.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	456.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	672.0	2054.0	0.0	0.0	0.0	0.0	870.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1348.0	0.0	21.0	0.0	0.0	0.0	955.0	0.0	0.0
7	0.0	0.0	0.0	200.0	0.0	0.0	0.0	0.0	8.0	0.0	1431.0	0.0	0.0	0.0	0.0	1507.0	0.0	828.0	38.0	8.0	18.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	1597.0	6.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	283.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8	0.0	1457.0	0.0	1.0	1.0	5.0	0.0	8.0	0.0	0.0	0.0	0.0	4.0	0.0	2581.0	46.0	0.0	0.0	0.0	1.0	2914.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	559.0	1754.0	1441.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	22.0	1.0	0.0	0.0	0.0	75.0	1077.0	0.0
9	0.0	0.0	0.0	0.0	284.0	1326.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	1163.0	0.0	0.0	0.0	616.0	14.0	0.0	0.0	0.0	0.0	0.0	2066.0	0.0	2114.0	0.0	3.0	3.0	0.0
10	0.0	0.0	1.0	1500.0	0.0	0.0	0.0	1484.0	0.0	0.0	0.0	204.0	0.0	0.0	0.0	79.0	0.0	506.0	1.0	553.0	37.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	399.0	0.0	0.0	0.0	0.0	0.0	35.0	0.0	0.0	1237.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
11	0.0	21.0	1369.0	1157.0	0.0	0.0	2.0	0.0	1.0	0.0	205.0	0.0	0.0	1441.0	0.0	0.0	16.0	0.0	0.0	2148.0	276.0	31.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	64.0	293.0	0.0	812.0	559.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	22.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	585.0	0.0	1143.0	0.0	0.0	0.0	0.0	0.0	8.0	1774.0	0.0	89.0	1192.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	395.0
13	0.0	1.0	1375.0	2.0	0.0	0.0	409.0	0.0	0.0	0.0	0.0	1615.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	75.0	10.0	11.0	2.0	0.0	0.0	0.0	0.0	109.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	1725.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
14	0.0	41.0	0.0	0.0	0.0	0.0	0.0	0.0	2721.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	219.0	4.0	1468.0	0.0	0.0	312.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	2773.0	0.0
