area	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47
0	0.0	0.0	13.0	0.0	13.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1383.0	0.0	0.0	0.0	0.0	0.0	558.0	0.0	12.0	0.0	0.0	19.0	1120.0	1.0	0.0	0.0	0.0	297.0	0.0	0.0	463.0	78.0	409.0	0.0	0.0	4.0	930.0	0.0	630.0	0.0	0.0	0.0
1	0.0	0.0	0.0	0.0	0.0	24.0	1.0	0.0	1641.0	0.0	0.0	21.0	0.0	0.0	52.0	0.0	0.0	0.0	0.0	28.0	2199.0	1331.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	349.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	263.0	15.0	0.0	0.0	0.0	0.0	1781.0	150.0	0.0
2	12.0	0.0	0.0	352.0	0.0	0.0	444.0	0.0	0.0	0.0	2.0	1415.0	0.0	1372.0	0.0	0.0	697.0	0.0	0.0	17.0	1.0	0.0	84.0	0.0	0.0	0.0	0.0	1626.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	516.0	425.0	0.0	146.0	2.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0
3	0.0	0.0	266.0	0.0	0.0	0.0	0.0	230.0	0.0	0.0	1557.0	1054.0	0.0	6.0	0.0	17.0	10.0	1190.0	0.0	440.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	4.0	195.0	0.0	3.0	0.0	0.0	0.0	0.0	142.0	2571.0	0.0	0.0	145.0	0.0	0.0	0.0	59.0	0.0	0.0	0.0
4	12.0	0.0	0.0	0.0	0.0	111.0	2.0	0.0	0.0	289.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	456.0	0.0	1517.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	5.0	900.0	1.0	0.0	0.0	218.0	0.0	0.0	2711.0	2078.0	62.0	0.0	1.0	0.0	0.0
5	0.0	18.0	0.0	0.0	106.0	0.0	1932.0	0.0	7.0	1492.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	1167.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1723.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2280.0	27.0	82.0	0.0	1971.0	14.0	0.0
6	0.0	0.0	504.0	0.0	3.0	2040.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	432.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	670.0	2063.0	0.0	0.0	0.0	0.0	889.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1317.0	0.0	22.0	0.0	0.0	0.0	931.0	0.0	0.0
7	0.0	0.0	0.0	199.0	0.0	0.0	0.0	0.0	8.0	0.0	1428.0	0.0	0.0	0.0	0.0	1515.0	0.0	816.0	44.0	10.0	16.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	1565.0	6.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	295.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8	0.0	1421.0	0.0	1.0	1.0	6.0	0.0	8.0	0.0	0.0	0.0	0.0	6.0	0.0	2616.0	45.0	0.0	0.0	0.0	1.0	2887.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	550.0	1749.0	1438.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	21.0	1.0	0.0	0.0	0.0	81.0	1088.0	0.0
9	0.0	0.0	0.0	0.0	272.0	1309.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	1180.0	0.0	0.0	0.0	617.0	15.0	0.0	0.0	0.0	0.0	0.0	2072.0	0.0	2116.0	0.0	2.0	4.0	0.0
