area	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47
0	0.0	0.0	7.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1193.0	0.0	0.0	0.0	0.0	0.0	527.0	0.0	14.0	0.0	0.0	41.0	1067.0	1.0	0.0	0.0	0.0	263.0	0.0	0.0	421.0	79.0	365.0	0.0	0.0	2.0	883.0	0.0	503.0	0.0	0.0	0.0
1	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	1499.0	0.0	0.0	26.0	0.0	0.0	44.0	0.0	0.0	0.0	0.0	26.0	1964.0	1218.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	326.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	248.0	9.0	0.0	0.0	0.0	0.0	1638.0	127.0	0.0
2	8.0	0.0	0.0	266.0	0.0	0.0	395.0	0.0	0.0	0.0	0.0	1158.0	0.0	1163.0	0.0	0.0	685.0	0.0	0.0	14.0	0.0	0.0	77.0	0.0	0.0	0.0	0.0	1410.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	500.0	397.0	0.0	142.0	1.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0
3	0.0	0.0	254.0	0.0	0.0	0.0	0.0	196.0	0.0	0.0	1453.0	902.0	0.0	10.0	0.0	18.0	14.0	1060.0	2.0	386.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	2.0	6.0	193.0	0.0	2.0	0.0	0.0	0.0	0.0	139.0	2203.0	0.0	0.0	152.0	0.0	0.0	0.0	47.0	0.0	0.0	0.0
4	18.0	0.0	0.0	0.0	0.0	88.0	2.0	0.0	0.0	239.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	426.0	0.0	1409.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	3.0	736.0	1.0	0.0	0.0	192.0	0.0	0.0	2397.0	1894.0	70.0	0.0	1.0	0.0	0.0
5	0.0	19.0	0.0	0.0	93.0	0.0	1797.0	0.0	7.0	1304.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	1081.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1555.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2112.0	37.0	81.0	0.0	1670.0	11.0	0.0
6	0.0	1.0	440.0	0.0	2.0	1850.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	342.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	599.0	1855.0	0.0	0.0	0.0	0.0	800.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1149.0	0.0	25.0	0.0	0.0	0.0	824.0	0.0	0.0
7	0.0	0.0	0.0	203.0	0.0	0.0	0.0	0.0	5.0	0.0	1289.0	0.0	0.0	0.0	0.0	1387.0	0.0	754.0	36.0	15.0	29.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	1294.0	2.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	290.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8	0.0	1324.0	0.0	0.0	1.0	8.0	0.0	3.0	0.0	1.0	0.0	0.0	4.0	0.0	2339.0	40.0	0.0	0.0	0.0	0.0	2679.0	1.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	496.0	1605.0	1282.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	1.0	0.0	1.0	0.0	80.0	910.0	0.0
9	0.0	0.0	0.0	0.0	258.0	1230.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	1008.0	0.0	0.0	0.0	556.0	12.0	0.0	0.0	0.0	0.0	0.0	1856.0	0.0	1786.0	0.0	0.0	1.0	0.0
10	0.0	0.0	4.0	1352.0	0.0	0.0	0.0	1338.0	0.0	0.0	0.0	154.0	0.0	0.0	0.0	75.0	0.0	446.0	2.0	503.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	350.0	0.0	0.0	0.0	0.0	0.0	47.0	0.0	0.0	1067.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
11	0.0	23.0	1232.0	982.0	0.0	0.0	3.0	0.0	1.0	0.0	191.0	0.0	0.0	1283.0	0.0	0.0	15.0	0.0	0.0	1752.0	267.0	32.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	63.0	239.0	0.0	744.0	523.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	9.0	37.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	546.0	1.0	1048.0	0.0	0.0	0.0	0.0	0.0	8.0	1573.0	0.0	88.0	1128.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	396.0
13	0.0	1.0	1213.0	5.0	0.0	0.0	366.0	0.0	0.0	0.0	0.0	1398.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	77.0	10.0	11.0	7.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	1517.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
14	0.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	2386.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	197.0	8.0	1301.0	0.0	0.0	312.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	2533.0	0.0
15	0.0	0.0	0.0	18.0	0.0	0.0	0.0	1382.0	63.0	0.0	78.0	0.0	30.0	0.0	0.0	0.0	0.0	825.0	883.0	0.0	3.0	0.0	0.0	688.0	0.0	2.0	4.0	0.0	0.0	52.0	0.0	1231.0	313.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0
16	1257.0	0.0	675.0	16.0	3.0	0.0	7.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1095.0	0.0	0.0	0.0	0.0	991.0	51.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	884.0	158.0	15.0	0.0	0.0	0.0	172.0	0.0	211.0	0.0	0.0	0.0
17	0.0	0.0	0.0	1075.0	0.0	0.0	0.0	737.0	0.0	0.0	422.0	0.0	0.0	0.0	0.0	845.0	0.0	0.0	541.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	81.0	0.0	10.0	1320.0	0.0	4.0	0.0	1.0	0.0	0.0	0.0	438.0	0.0	0.0	1.0	0.0	0.0	0.0	4.0	1.0	0.0	26.0
