area	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47
0	0.0	0.0	9.0	2.0	30.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	900.0	0.0	0.0	0.0	0.0	0.0	464.0	0.0	21.0	0.0	4.0	55.0	864.0	3.0	0.0	0.0	0.0	212.0	0.0	0.0	300.0	93.0	309.0	0.0	0.0	5.0	743.0	0.0	357.0	0.0	0.0	0.0
1	0.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	1322.0	0.0	0.0	22.0	0.0	1.0	54.0	0.0	0.0	0.0	0.0	39.0	1681.0	915.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	279.0	13.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	228.0	17.0	0.0	0.0	0.0	0.0	1306.0	131.0	0.0
2	17.0	0.0	0.0	267.0	0.0	0.0	312.0	0.0	0.0	0.0	2.0	945.0	0.0	806.0	0.0	0.0	578.0	0.0	0.0	22.0	0.0	1.0	106.0	0.0	0.0	0.0	0.0	1083.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	396.0	338.0	0.0	121.0	7.0	0.0	0.0	0.0	34.0	0.0	0.0	0.0
3	2.0	0.0	213.0	0.0	0.0	0.0	0.0	178.0	0.0	0.0	1180.0	707.0	0.0	9.0	0.0	33.0	20.0	879.0	3.0	378.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	4.0	12.0	153.0	0.0	4.0	0.0	0.0	0.0	0.0	135.0	1718.0	0.0	0.0	148.0	0.0	0.0	0.0	48.0	0.0	0.0	0.0
4	29.0	0.0	0.0	0.0	0.0	85.0	4.0	0.0	0.0	226.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	348.0	0.0	1138.0	0.0	0.0	1.0	7.0	0.0	1.0	0.0	0.0	7.0	618.0	4.0	0.0	0.0	188.0	0.0	0.0	1933.0	1548.0	75.0	0.0	1.0	0.0	0.0
5	0.0	25.0	0.0	0.0	108.0	0.0	1477.0	0.0	16.0	1091.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	913.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	1341.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1714.0	59.0	104.0	0.0	1348.0	19.0	0.0
6	1.0	3.0	374.0	1.0	3.0	1512.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	291.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	513.0	1511.0	0.0	0.0	0.0	0.0	617.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	948.0	0.0	36.0	5.0	0.0	0.0	677.0	1.0	0.0
7	0.0	0.0	0.0	196.0	0.0	0.0	0.0	0.0	20.0	0.0	994.0	3.0	0.0	0.0	0.0	1061.0	0.0	619.0	37.0	23.0	45.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	1071.0	4.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	251.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8	0.0	1078.0	0.0	0.0	0.0	17.0	0.0	8.0	0.0	1.0	1.0	0.0	6.0	0.0	1856.0	46.0	0.0	0.0	0.0	0.0	2347.0	1.0	0.0	14.0	1.0	0.0	0.0	0.0	0.0	0.0	417.0	1401.0	1003.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	35.0	1.0	0.0	1.0	0.0	95.0	710.0	0.0
9	0.0	0.0	0.0	0.0	249.0	1028.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	833.0	0.0	0.0	0.0	438.0	20.0	0.0	0.0	0.0	0.0	0.0	1449.0	0.0	1444.0	0.0	4.0	13.0	0.0
10	0.0	0.0	7.0	1080.0	0.0	0.0	0.0	1054.0	0.0	0.0	0.0	149.0	0.0	0.0	0.0	93.0	0.0	401.0	1.0	426.0	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	327.0	0.0	0.0	0.0	0.0	0.0	67.0	0.0	0.0	804.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
11	0.0	29.0	998.0	757.0	0.0	0.0	4.0	3.0	0.0	0.0	182.0	0.0	0.0	937.0	0.0	0.0	29.0	0.0	0.0	1326.0	261.0	33.0	1.0	0.0	0.0	0.0	0.0	18.0	0.0	1.0	0.0	8.0	0.0	0.0	0.0	0.0	64.0	209.0	0.0	610.0	515.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	31.0	43.0	0.0	0.0	50.0	0.0	0.0	0.0	0.0	415.0	2.0	753.0	4.0	0.0	0.0	1.0	0.0	13.0	1233.0	0.0	116.0	874.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	388.0
13	0.0	4.0	926.0	8.0	0.0	0.0	322.0	0.0	0.0	0.0	0.0	1118.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	81.0	12.0	34.0	10.0	0.0	0.0	0.0	0.0	112.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	7.0	0.0	1106.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
14	0.0	59.0	0.0	0.0	0.0	0.0	0.0	0.0	1963.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	247.0	17.0	1016.0	0.0	1.0	263.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	4.0	1934.0	0.0
15	0.0	0.0	0.0	25.0	0.0	0.0	0.0	1119.0	84.0	0.0	96.0	0.0	31.0	0.0	0.0	0.0	0.0	680.0	651.0	0.0	5.0	0.0	0.0	544.0	0.0	12.0	5.0	0.0	0.0	48.0	0.0	1035.0	226.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0
16	928.0	0.0	570.0	14.0	3.0	0.0	13.0	0.0	0.0	0.0	0.0	21.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	876.0	0.0	0.0	0.0	0.0	742.0	59.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	663.0	152.0	18.0	0.0	0.0	0.0	155.0	0.0	173.0	0.0	0.0	0.0
17	0.0	0.0	0.0	839.0	0.0	0.0	0.0	644.0	0.0	0.0	358.0	0.0	0.0	0.0	0.0	652.0	0.0	0.0	408.0	3.0	0.0	0.0	0.0	16.0	0.0	1.0	99.0	0.0	11.0	1035.0	0.0	12.0	1.0	6.0	0.0	0.0	0.0	400.0	0.0	0.0	9.0	0.0	0.0	0.0	3.0	1.0	0.0	35.0
18	0.0	0.0	0.0	4.0	0.0	0.0	0.0	60.0	2.0	0.0	8.0	0.0	23.0	0.0	0.0	708.0	0.0	485.0	0.0	0.0	0.0	0.0	0.0	661.0	0.0	105.0	188.0	0.0	0.0	360.0	0.0	22.0	27.0	1.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	404.0
19	0.0	25.0	19.0	355.0	0.0	0.0	0.0	19.0	2.0	0.0	398.0	1210.0	0.0	47.0	0.0	0.0	0.0	5.0	0.0	0.0	433.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	42.0	0.0	0.0	0.0	0.0	3.0	22.0	0.0	161.0	1037.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20	0.0	1371.0	0.0	0.0	0.0	0.0	0.0	21.0	2531.0	0.0	30.0	218.0	0.0	7.0	9.0	1.0	0.0	0.0	0.0	351.0	0.0	207.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1507.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	370.0	1169.0	0.0	0.0	0.0	0.0	4.0	2.0	0.0
21	0.0	1018.0	1.0	0.0	0.0	28.0	567.0	0.0	10.0	0.0	0.0	41.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	16.0	285.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1495.0	8.0	0.0	0.0	0.0	0.0	1295.0	0.0	0.0
22	517.0	0.0	97.0	0.0	348.0	898.0	1378.0	0.0	0.0	3.0	0.0	0.0	0.0	7.0	0.0	0.0	836.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	961.0	30.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	16.0	0.0	19.0	5.0	0.0	646.0	1334.0	0.0	1.0	0.0	0.0	0.0
23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	24.0	0.0	1.0	0.0	417.0	0.0	1.0	579.0	0.0	28.0	721.0	0.0	0.0	0.0	0.0	0.0	0.0	472.0	19.0	0.0	0.0	21.0	0.0	129.0	360.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	265.0
