area	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47
0	0.0	0.0	9.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1329.0	0.0	0.0	0.0	0.0	0.0	562.0	0.0	17.0	0.0	1.0	33.0	1150.0	1.0	0.0	0.0	0.0	264.0	0.0	0.0	489.0	87.0	416.0	0.0	0.0	2.0	906.0	0.0	643.0	0.0	0.0	0.0
1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	115.0	0.0	0.0	19.0	0.0	1.0	88.0	0.0	0.0	0.0	0.0	19.0	2367.0	1420.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	446.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	282.0	14.0	0.0	0.0	0.0	0.0	1856.0	231.0	0.0
2	9.0	0.0	0.0	345.0	0.0	0.0	440.0	0.0	0.0	0.0	0.0	1315.0	0.0	1410.0	0.0	0.0	701.0	0.0	0.0	11.0	1.0	0.0	70.0	0.0	0.0	0.0	0.0	1582.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	559.0	463.0	0.0	166.0	0.0	0.0	0.0	0.0	35.0	0.0	0.0	0.0
3	0.0	0.0	303.0	0.0	0.0	0.0	0.0	246.0	0.0	0.0	1576.0	1039.0	0.0	3.0	0.0	14.0	8.0	1180.0	1.0	417.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	4.0	223.0	0.0	2.0	0.0	1.0	0.0	0.0	142.0	2623.0	0.0	0.0	142.0	0.0	0.0	0.0	57.0	0.0	0.0	0.0
4	18.0	0.0	0.0	0.0	0.0	5.0	2.0	0.0	0.0	297.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	482.0	0.0	1474.0	0.0	1.0	0.0	6.0	0.0	0.0	0.0	0.0	6.0	919.0	0.0	0.0	0.0	234.0	0.0	0.0	2652.0	2026.0	71.0	0.0	0.0	0.0	0.0
5	0.0	0.0	0.0	0.0	4.0	0.0	17.0	0.0	0.0	53.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	123.0	4.0	1.0	0.0	0.0	0.0	0.0
6	0.0	0.0	531.0	0.0	2.0	7.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	455.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	689.0	2283.0	0.0	0.0	0.0	0.0	824.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1306.0	0.0	34.0	1.0	0.0	0.0	1101.0	0.0	0.0
7	0.0	0.0	0.0	207.0	0.0	0.0	0.0	0.0	0.0	0.0	1469.0	0.0	0.0	0.0	0.0	1500.0	0.0	827.0	35.0	12.0	31.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	1557.0	1.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	279.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8	0.0	92.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	1.0	0.0	0.0	0.0	0.0	118.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	10.0	25.0	0.0
9	0.0	1.0	0.0	0.0	273.0	41.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	1385.0	0.0	0.0	0.0	578.0	16.0	0.0	0.0	0.0	0.0	0.0	2307.0	0.0	2119.0	0.0	2.0	1.0	0.0
10	0.0	0.0	1.0	1571.0	0.0	0.0	0.0	1481.0	0.0	0.0	0.0	177.0	0.0	0.0	0.0	83.0	0.0	482.0	3.0	582.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	417.0	0.0	0.0	0.0	0.0	0.0	55.0	0.0	0.0	1230.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
11	0.0	20.0	1307.0	1141.0	0.0	0.0	0.0	0.0	0.0	0.0	188.0	0.0	0.0	1444.0	0.0	0.0	15.0	0.0	0.0	2069.0	286.0	23.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	70.0	257.0	0.0	834.0	564.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	36.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	599.0	0.0	1165.0	0.0	0.0	0.0	0.0	0.0	11.0	1784.0	0.0	91.0	1202.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	427.0
13	0.0	0.0	1389.0	6.0	0.0	0.0	430.0	0.0	0.0	0.0	0.0	1621.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	77.0	8.0	8.0	3.0	0.0	0.0	0.0	0.0	116.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	2.0	0.0	1734.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
14	0.0	68.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	267.0	5.0	1654.0	0.0	2.0	340.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	3194.0	0.0
15	0.0	0.0	0.0	20.0	0.0	0.0	0.0	1488.0	0.0	0.0	51.0	0.0	35.0	0.0	0.0	0.0	0.0	877.0	1086.0	0.0	0.0	0.0	0.0	785.0	0.0	7.0	6.0	0.0	0.0	56.0	0.0	1375.0	339.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0
16	1454.0	0.0	725.0	16.0	3.0	0.0	5.0	0.0	0.0	0.0	0.0	16.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1208.0	1.0	0.0	0.0	0.0	1104.0	57.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	1040.0	155.0	19.0	0.0	0.0	0.0	193.0	0.0	218.0	0.0	0.0	0.0
17	0.0	0.0	0.0	1176.0	0.0	0.0	0.0	768.0	0.0	0.0	474.0	0.0	0.0	0.0	0.0	940.0	0.0	0.0	616.0	2.0	0.0	0.0	0.0	6.0	0.0	0.0	95.0	0.0	11.0	1568.0	0.0	4.0	0.0	1.0	0.0	0.0	1.0	502.0	0.0	0.0	3.0	0.0	0.0	0.0	2.0	1.0	0.0	23.0
18	0.0	0.0	0.0	2.0	0.0	0.0	0.0	37.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	1116.0	0.0	657.0	0.0	0.0	0.0	0.0	0.0	1039.0	0.0	100.0	213.0	0.0	0.0	554.0	0.0	7.0	8.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	640.0
19	0.0	15.0	6.0	456.0	0.0	0.0	0.0	11.0	0.0	0.0	595.0	1885.0	0.0	67.0	0.0	0.0	0.0	0.0	0.0	0.0	539.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	208.0	1597.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20	0.0	2178.0	0.0	0.0	0.0	0.0	0.0	14.0	104.0	0.0	21.0	245.0	1.0	8.0	10.0	2.0	0.0	0.0	0.0	558.0	0.0	245.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2464.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	467.0	1757.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0
21	0.0	1560.0	0.0	0.0	0.0	0.0	601.0	0.0	0.0	0.0	0.0	41.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	13.0	286.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2237.0	0.0	0.0	0.0	0.0	0.0	1894.0	0.0	0.0
22	624.0	0.0	81.0	0.0	508.0	44.0	1983.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1258.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1306.0	16.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	14.0	1.0	31.0	0.0	0.0	890.0	1677.0	0.0	1.0	0.0	0.0	0.0
23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	608.0	0.0	0.0	792.0	0.0	7.0	1049.0	0.0	0.0	0.0	0.0	0.0	0.0	803.0	8.0	0.0	0.0	12.0	0.0	133.0	506.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	336.0
24	5.0	0.0	0.0	0.0	1518.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	928.0	0.0	38.0	1.0	1.0	0.0	0.0	483.0	2624.0	3.0	0.0	0.0	1913.0	0.0	0.0	78.0	522.0	9.0	2.0	0.0	0.0	191.0
25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1200.0	0.0	0.0	7.0	0.0	0.0	133.0	0.0	0.0	0.0	0.0	769.0	0.0	0.0	6.0	0.0	0.0	1.0	0.0	0.0	49.0	0.0	23.0	70.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1247.0
26	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	83.0	238.0	0.0	0.0	0.0	0.0	4.0	1015.0	3.0	0.0	0.0	424.0	1854.0	0.0	0.0	0.0	1077.0	259.0	1.0	0.0	116.0	411.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	1765.0
27	43.0	0.0	1548.0	3.0	0.0	0.0	763.0	0.0	0.0	0.0	0.0	17.0	0.0	116.0	0.0	0.0	1286.0	0.0	0.0	0.0	0.0	0.0	1301.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	99.0	7.0	0.0	16.0	0.0	0.0	3.0	0.0	3.0	0.0	0.0	0.0
28	1104.0	0.0	0.0	7.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.0	10.0	0.0	0.0	0.0	0.0	11.0	0.0	46.0	0.0	417.0	0.0	0.0	507.0	0.0	0.0	0.0	1626.0	0.0	0.0	73.0	686.0	602.0	0.0	0.0	0.0	166.0	0.0	914.0	0.0	0.0	0.0
29	3.0	0.0	0.0	220.0	0.0	0.0	0.0	10.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	60.0	0.0	1622.0	521.0	0.0	0.0	0.0	0.0	13.0	0.0	1.0	1805.0	0.0	484.0	0.0	0.0	0.0	0.0	185.0	0.0	0.0	0.0	1177.0	5.0	0.0	0.0	0.0	0.0	0.0	79.0	0.0	0.0	237.0
30	0.0	393.0	0.0	0.0	0.0	6.0	0.0	0.0	26.0	1407.0	0.0	0.0	0.0	0.0	233.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	72.0	706.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	2216.0	0.0	883.0	3609.0	0.0
31	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1668.0	25.0	0.0	406.0	2.0	8.0	0.0	6.0	1476.0	0.0	4.0	14.0	35.0	2434.0	0.0	0.0	117.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	745.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1054.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	1699.0	0.0	1627.0	408.0	0.0	0.0	8.0	0.0	8.0	0.0	0.0	471.0	0.0	45.0	0.0	0.0	0.0	0.0	4.0	754.0	0.0	0.0	0.0	969.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	291.0	1.0
33	231.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0	520.0	0.0	1133.0	0.0	1555.0	200.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0	76.0	1557.0	0.0	0.0	0.0	118.0	0.0	121.0	0.0	0.0	6.0
34	0.0	0.0	0.0	0.0	891.0	0.0	0.0	0.0	0.0	598.0	0.0	0.0	100.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2574.0	24.0	292.0	0.0	0.0	0.0	82.0	0.0	4.0	7.0	0.0	2602.0	0.0	0.0	33.0	0.0	0.0	382.0	9.0	1393.0	0.0	0.0	8.0	1152.0
35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	1188.0	0.0	297.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	77.0	1.0	0.0	0.0	0.0	734.0	0.0	915.0	0.0	2694.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	895.0	0.0	0.0	1160.0	357.0
