area	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47
0	0.0	0.0	7.0	1.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1316.0	0.0	0.0	0.0	0.0	0.0	556.0	0.0	16.0	0.0	1.0	44.0	1110.0	1.0	0.0	0.0	0.0	272.0	0.0	0.0	467.0	67.0	421.0	0.0	0.0	1.0	922.0	0.0	650.0	0.0	0.0	0.0
1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	120.0	0.0	0.0	15.0	0.0	0.0	95.0	0.0	0.0	0.0	0.0	29.0	2368.0	1415.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	426.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	279.0	15.0	0.0	0.0	0.0	0.0	1829.0	214.0	0.0
2	3.0	0.0	0.0	326.0	0.0	0.0	461.0	0.0	0.0	0.0	0.0	1356.0	0.0	1384.0	0.0	0.0	744.0	0.0	0.0	7.0	1.0	0.0	67.0	0.0	0.0	0.0	0.0	1553.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	528.0	451.0	0.0	154.0	0.0	0.0	0.0	0.0	35.0	0.0	0.0	0.0
3	0.0	0.0	300.0	0.0	0.0	0.0	0.0	251.0	0.0	0.0	1597.0	1026.0	0.0	5.0	0.0	24.0	13.0	1205.0	1.0	422.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	204.0	0.0	3.0	0.0	0.0	0.0	0.0	127.0	2602.0	0.0	0.0	129.0	0.0	0.0	0.0	50.0	0.0	0.0	0.0
4	13.0	0.0	0.0	0.0	0.0	10.0	2.0	0.0	0.0	304.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	452.0	0.0	1505.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	8.0	922.0	0.0	0.0	0.0	213.0	0.0	0.0	2741.0	2064.0	73.0	0.0	0.0	0.0	0.0
5	0.0	0.0	0.0	0.0	4.0	0.0	11.0	0.0	0.0	51.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	129.0	2.0	1.0	0.0	0.0	0.0	0.0
6	0.0	0.0	520.0	0.0	3.0	8.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	447.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	638.0	2202.0	0.0	0.0	0.0	0.0	855.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1328.0	0.0	29.0	1.0	0.0	0.0	1035.0	0.0	0.0
7	0.0	0.0	0.0	228.0	0.0	0.0	0.0	0.0	0.0	0.0	1485.0	1.0	0.0	0.0	0.0	1486.0	0.0	800.0	42.0	4.0	23.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	1557.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	266.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8	0.0	94.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	1.0	0.0	0.0	0.0	0.0	114.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	16.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	12.0	27.0	0.0
9	0.0	1.0	0.0	0.0	279.0	43.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	1348.0	0.0	0.0	0.0	610.0	19.0	0.0	0.0	0.0	0.0	0.0	2258.0	0.0	2140.0	0.0	2.0	2.0	0.0
